"","retweeter","retweeted"
"20760","alexisquiroz","TomSteyer"
"20761","ShaivaughnC","RaiseUpfor15"
"20762","marcgarza924","myanik"
"20763","brycejwillis","SenSanders"
"20764","31stClub","BrittanyEdney"
"20765","lord_nikon9","Kc4Bernie"
"20766","TallmanIV","EconomicPolicy"
"20767","eddyrogerparker","RaiseUpfor15"
"20768","gwbehn","gwbehn"
"20769","dangeredwolf","RaiseUpfor15"
"20770","BellyDancnHeffa","ChrisJZullo"
"20771","kathcor","jpratthyatt"
"20772","bmaybe2do","organizemo"
"20773","aertwitt","Tulsi2020"
"20774","glennlbickel","SenSanders"
"20775","MarjmoorIm","FreePennyPress"
"20776","MNWFPC","votegriffin"
"20777","fightfor15","RaiseUpfor15"
"20778","eddyrogerparker","RaiseUpfor15"
"20779","PucksnPils","DerrickQLewis"
"20780","DammitPete","TheTomGeorge"
"20781","DenisePouchet","Show_Me15"
"20782","ghostdansing","RealCorduroyKid"
"20783","prmchenry","RaiseUpfor15"
"20784","OwenRBroadhurst","RaiseUpfor15"
"20785","JackieWillard2","fightfor15"
"20786","bmaybe2do","search4swag"
"20787","TornadoesBoreMe","Show_Me15"
"20788","bmaybe2do","MCUStLouis"
"20789","PayrollFraud","JonathanReiner"
"20790","LongfellowJean","fightfor15"
"20791","lord_nikon9","adbridgeforth"
"20792","gskiii_15217","Sam_Williamson"
"20793","LongfellowJean","DerrickQLewis"
"20794","preferpainting","SenSanders"
"20795","umbrellaskillu","SenSanders"
"20796","gskiii_15217","PGHHospitalWork"
"20797","kathcor","TheTomGeorge"
"20798","dntfolome","RaiseUpfor15"
"20799","angelacdumlao","Show_Me15"
"20800","kirsmeadow","MoveOn"
"20801","TheresaSchroe14","NCFaculty"
"20802","GracieG","ATLRaiseUp"
"20803","carmic14","OurRevolution2"
"20804","JosephAReid","EconomicPolicy"
"20805","cjgrimes","MoveOn"
"20806","chifightfor15","Show_Me15"
"20807","LongfellowJean","Show_Me15"
"20808","sheilaphillips1","SenWarren"
"20809","big_red_cat","JeffSchuhrke"
"20810","angelacdumlao","RaiseUpfor15"
"20811","erabrand","RaiseUpfor15"
"20812","KarenBoles","BeeSaysPolitics"
"20813","deathcab4booty","fightfor15"
"20814","chifightfor15","RaiseUpfor15"
"20815","angelacdumlao","standwithraul"
"20816","sparkyNadine","EconomicPolicy"
"20817","_Anunnery","jpratthyatt"
"20818","chifightfor15","Show_Me15"
"20819","pgrandee10","RaiseUpfor15"
"20820","LeAnn9444","Billright50"
"20821","ouchinagirl","Rogue_Wonder"
"20822","kathcor","PhillyCluw"
"20823","SaVonniYestanti","TheTornadoNews"
"20824","MarieJenkins10","CARDBOARDOart"
"20825","chifightfor15","RaiseUpfor15"
"20826","pgrandee10","Show_Me15"
"20827","chifightfor15","ATLRaiseUp"
"20828","JPSkalecki","SenWarren"
"20829","seiu200united","jesswisneski"
"20830","jodotcom","RealCorduroyKid"
"20831","netminnow","BernieCrats1"
"20832","SaVonniYestanti","JeffSchuhrke"
"20833","MarieJenkins10","The_Gambit"
"20834","pgrandee10","UAW"
"20835","chifightfor15","Show_Me15"
"20836","figue32bj","TheTornadoNews"
"20837","fuller_derek","RaiseUpfor15"
"20838","chifightfor15","Show_Me15"
"20839","ibrakeforjake","TheNewDeal"
"20840","chifightfor15","RaiseUpfor15"
"20841","caitchirps","jpratthyatt"
"20842","chifightfor15","NCFaculty"
"20843","SaVonniYestanti","lord_nikon9"
"20844","lord_nikon9","JeffSchuhrke"
"20845","kevyn_moose","scrowder"
"20846","Bommer4451","MoveOn"
"20847","chifightfor15","RaiseUpfor15"
"20848","jordankcmoallen","fox4kc"
"20849","NorCalFF15","RaiseUpfor15"
"20850","FightFor15WI","RaiseUpfor15"
"20851","Fightfor15LA","RaiseUpfor15"
"20852","FastFoodForward","RaiseUpfor15"
"20853","SandiBillington","MarkRuffalo"
"20854","chifightfor15","Show_Me15"
"20855","chifightfor15","fightfor15"
"20856","totohanthala","NCFaculty"
"20857","caitchirps","TheTomGeorge"
"20858","kathcor","JohnHoltNews"
"20859","jpovijua","AriseChicago"
"20860","LydiaSullivan42","tomhucker"
"20861","chifightfor15","fightfor15"
"20862","TereCraigGarren","RaiseUpfor15"
"20863","saveallthebees","SenSanders"
"20864","flowingacres","TheMarkRomano"
"20865","grannysidney","RoseAnnDeMoro"
"20866","figue32bj","MoveOn"
"20867","JGiamberso","SEIU6"
"20868","jlynndingle","MoveOn"
"20869","marciMcFly","DerrickQLewis"
"20870","PODERSF","SVRising"
"20871","NurseMargie_NNU","Tulsi2020"
"20872","lord_nikon9","MoveOn"
"20873","SaVonniYestanti","jssizzles"
"20874","qwestie","DerrickQLewis"
"20875","votegriffin","15NowMN"
"20876","Blindian1Luv","standwithraul"
"20877","WEHAVEAFUTURE","RaiseUpMA"
"20878","caitchirps","PhillyCluw"
"20879","LongfellowJean","standup_kc"
"20880","lord_nikon9","AlexanderChow"
"20881","DC4Hope","MoveOn"
"20882","WhoLisaFrm503","DerrickQLewis"
"20883","WEHAVEAFUTURE","JamieEldridgeMA"
"20884","7diane","MoveOn"
"20885","Bethg15918812","MoveOn"
"20886","thack86","10NewsRBianco"
"20887","XonEarth","NorCalFF15"
"20888","SaVonniYestanti","ChasePeeples1"
"20889","Phoenix_Star86","TheMarkRomano"
"20890","JustPlainSue","MoveOn"
"20891","Blindian1Luv","fightfor15"
"20892","danelyq98","chifightfor15"
"20893","allaboutme0623","SenWarren"
"20894","checkYoPrivs","EconomicPolicy"
"20895","OrmondDerrick","RaiseUpfor15"
"20896","LongfellowJean","Show_Me15"
"20897","bikeberg","SenWarren"
"20898","caitchirps","LUCHA_AZ"
"20899","kissgidget","MarkRuffalo"
"20900","XonEarth","RaiseUpfor15"
"20901","kssportsgirl","EconomicPolicy"
"20902","Rogue_Wonder","ArchonAbraxas"
"20903","lord_nikon9","tironsi75fromNJ"
"20904","jssortz","RaiseUpfor15"
"20905","dejavousagain","chifightfor15"
"20906","LongfellowJean","fightfor15"
"20907","JAG_atthebeach","DerrickQLewis"
"20908","SEGA_GamerSonic","SenSanders"
"20909","AdrianeKaylor","jesswisneski"
"20910","powermom","onepittsburgh"
"20911","thelovelygirl","DerrickQLewis"
"20912","tracytran","DerrickQLewis"
"20913","dena1johnson2","MarkRuffalo"
"20914","Grime_Knight","LibsNoFun"
"20915","BethEastwood","SenSanders"
"20916","DebAlwaystrump","Billright50"
"20917","LongfellowJean","MoveOn"
"20918","_ChristianCobb","RaiseUpfor15"
"20919","supersnarkastic","SenSanders"
"20920","Amanda_Learning","RaiseUpfor15"
"20921","SpreadWordnow","TheMarkRomano"
"20922","Time2WakeUpNews","RT_America"
"20923","ATLRaiseUp","RaiseUpfor15"
"20924","SirPoobie32","RaiseUpfor15"
"20925","badgaalval","chifightfor15"
"20926","bikeberg","NorCalFF15"
"20927","News_National","NBCNews"
"20928","NurseMargie_NNU","standup_kc"
"20929","LuvmyBullyDog","SenSanders"
"20930","DennisLeazier","DerrickQLewis"
"20931","JustDonPerla","Billright50"
"20932","lord_nikon9","need2olinger"
"20933","PoliticallyLib","RaiseUpfor15"
"20934","MarchHareInMay","DerrickQLewis"
"20935","LongfellowJean","TexasObserver"
"20936","Deemoney521","SenWarren"
"20937","aertwitt","GatorsEite23"
"20938","FTyger","EconomicPolicy"
"20939","betseybess","agbur"
"20940","thack86","10NewsRBianco"
"20941","sheilaphillips1","SenSanders"
"20942","nycnash","democracynow"
"20943","markburgerenerg","RaiseUpfor15"
"20944","smartstatistic","DerrickQLewis"
"20945","friendlyWendyB","MoveOn"
"20946","citizenactionny","jesswisneski"
"20947","SaVonniYestanti","RealCorduroyKid"
"20948","iPulledDaTrigga","Complex"
"20949","gskiii_15217","ettacetera"
"20950","caitchirps","standup_kc"
"20951","Wildeyezextreme","zachhaller"
"20952","citizenactionny","jesswisneski"
"20953","AyeTeWacho","DerenicByrd"
"20954","citizenactionny","jesswisneski"
"20955","Adam_Zuck","chifightfor15"
"20956","NeoProgressive1","GatorsEite23"
"20957","burnodo","renate_heurich"
"20958","damonbethea1","SenWarren"
"20959","citizenactionny","jesswisneski"
"20960","ParshallSharon","MoveOn"
"20961","SaVonniYestanti","Norah_Dooley"
"20962","KTNV","TheTomGeorge"
"20963","WEHAVEAFUTURE","SenSanders"
"20964","Thomas_Hall1975","MattWalshBlog"
"20965","bikeberg","Fightfor15LA"
"20966","samjembry","altageno"
"20967","nate_mcnew","somethingldsay"
"20968","need2olinger","MoveOn"
"20969","Revolution41157","RaiseUpfor15"
"20970","Cheesburglar","fightfor15"
"20971","davldwolf","SenSanders"
"20972","grannysidney","SEIULouisiana"
"20973","drunkenalpaca","LibsNoFun"
"20974","RaiseUpfor15","RealCorduroyKid"
"20975","DrylyRiley","SenWarren"
"20976","lisaredddd","DerrickQLewis"
"20977","EuliEul","zachhaller"
"20978","grannysidney","myanik"
"20979","KAmosleh","GatorsEite23"
"20980","porridgeisgood","1alyssakang"
"20981","BillHumphreyMA","Fightfor15LA"
"20982","grannysidney","SEIULouisiana"
"20983","damnpamfromnamm","OurRevolution2"
"20984","MoveOnAustin","AFLCIO"
"20985","SarcasticIntent","DerrickQLewis"
"20986","HoldOffOnYoHate","SenSanders"
"20987","LongfellowJean","fightfor15"
"20988","sargulesh","MCUStLouis"
"20989","CurrentYearKang","LibsNoFun"
"20990","damnpamfromnamm","OurRevolution2"
"20991","CurrentYearKang","caroljsroth"
"20992","Lorbsauce","SenSanders"
"20993","BlgaethGaeth","NomikiKonst"
"20994","mo0dymell","EconomicPolicy"
"20995","lord_nikon9","Rogue_Wonder"
"20996","MPH_007","sarahfelts"
"20997","markburgerenerg","RaiseUpfor15"
"20998","WhizChem","DerrickQLewis"
"20999","maggieali","fightfor15"
"21000","Tonysmi84070351","UR_Ninja"
"21001","vsansome","UR_Ninja"
"21002","lord_nikon9","YesterdaysTrend"
"21003","womenofwoodlawn","scottmstringer"
"21004","mariluna329","cbschicago"
"21005","crossfitnans","MoveOn"
"21006","SeattleWong","EqualVoiceNews"
"21007","CurrentYearKang","LibsNoFun"
"21008","dcgilltx","TheMarkRomano"
"21009","Blindian1Luv","EqualVoiceNews"
"21010","CurrentYearKang","scrowder"
"21011","CurrentYearKang","MisterMetokur"
"21012","MPH_007","KatyBergen"
"21013","MPH_007","KatyBergen"
"21014","bikeberg","standup_kc"
"21015","CyberBrecht","RaiseUpfor15"
"21016","bikeberg","RaiseUpfor15"
"21017","TodMoore3","democracynow"
"21018","RaiseUpfor15","fox4kc"
"21019","kkbluefan","SenWarren"
"21020","guthrie_liane","TheMarkRomano"
"21021","DavesJacket","search4swag"
"21022","bikeberg","RaiseUpfor15"
"21023","Nikluk","agbur"
"21024","EdwardEdsilva","Show_Me15"
"21025","Tall_Samuel","jasiri_x"
"21026","damonbethea1","BeauWTAE"
"21027","Frankiss12","ajplus"
"21028","VinceNappo","MoveOn"
"21029","EdwardEdsilva","chifightfor15"
"21030","Bandorino","Show_Me15"
"21031","thack86","KPBSnews"
"21032","_Trav5","RaiseUpfor15"
"21033","lord_nikon9","TheGr8Unkwn"
"21034","grannysidney","Show_Me15"
"21035","damonbethea1","PGHHospitalWork"
"21036","bikeberg","ATLRaiseUp"
"21037","PetulantPetal","fox4kc"
"21038","netminnow","standup_kc"
"21039","_queazy_","BrittanyEdney"
"21040","kevensets","ReelectBernie"
"21041","lord_nikon9","dajjgrinch"
"21042","AntoniaJuhasz","DerrickQLewis"
"21043","BeingStephanieS","SenSanders"
"21044","bikeberg","ATLRaiseUp"
"21045","grannysidney","j4hub"
"21046","losivad","MoveOn"
"21047","VekTorBK","LibsNoFun"
"21048","passng3","teamsters117"
"21049","akadjian","fightfor15"
"21050","WesKnuckle","TexasObserver"
"21051","iiNFAMoUSz_","RaiseUpfor15"
"21052","micksweeney16","Almost_Graceful"
"21053","JackieWillard2","AlterNet"
"21054","shannonthebull","DerrickQLewis"
"21055","GhostfaceWiller","DerrickQLewis"
"21056","healthcareiar","BernieTheBest1"
"21057","susansternberg","greenhousenyt"
"21058","SaVonniYestanti","EqualVoiceNews"
"21059","dianeri5","DerrickQLewis"
"21060","PhntmBlackIce","EconomicPolicy"
"21061","samuel_brick","DerrickQLewis"
"21062","girlziplocked","RaiseUpfor15"
"21063","iiNFAMoUSz_","fightfor15mass"
"21064","Gen_Ago","UR_Ninja"
"21065","SaVonniYestanti","hoo_tikkunolam"
"21066","WeStayWoke2k","fightfor15"
"21067","iiNFAMoUSz_","SenSanders"
"21068","JamieEldridgeMA","Norah_Dooley"
"21069","WeStayWoke2k","chifightfor15"
"21070","OldSaukRiver","ReelectBernie"
"21071","iiNFAMoUSz_","SenSanders"
"21072","burnodo","standup_kc"
"21073","WeStayWoke2k","figue32bj"
"21074","2AFan","janie_austin"
"21075","NeoProgressive1","GatorsEite23"
"21076","annaleclaire","GatorsEite23"
"21077","bikeberg","RaiseUpfor15"
"21078","OldSaukRiver","ReelectBernie"
"21079","WeStayWoke2k","Show_Me15"
"21080","tiauranala","SenSanders"
"21081","IRBroadshow","fightfor15"
"21082","aucado54","agbur"
"21083","MaryKayHenry","DerrickQLewis"
"21084","iiNFAMoUSz_","SenSanders"
"21085","VekTorBK","TwitchyTeam"
"21086","SaraJBenincasa","SaraJBenincasa"
"21087","OldSaukRiver","standup_kc"
"21088","SaraLang","DerrickQLewis"
"21089","tiauranala","SenSanders"
"21090","bikeberg","RaiseUpfor15"
"21091","afooltocry","RaiseUpfor15"
"21092","theboom1","1alyssakang"
"21093","JohnScotty1","UR_Ninja"
"21094","VekTorBK","janie_austin"
"21095","bellrood98","somethingldsay"
"21096","introducingmimi","Complex"
"21097","jsnyder555","MoveOn"
"21098","OBeirnekids","UAW"
"21099","LouisianaBernie","SEIULouisiana"
"21100","Twitlertwit","agbur"
"21101","TheSwagChamp","MarkRuffalo"
"21102","bikeberg","RaiseUpfor15"
"21103","VekTorBK","michellemalkin"
"21104","TheSwagChamp","32BJSEIU"
"21105","adrianjaguirre","RaiseUpfor15"
"21106","SEIU","DerrickQLewis"
"21107","waburnet1990","standup_kc"
"21108","factseeker3","MattWalshBlog"
"21109","TheSwagChamp","32BJSEIU"
"21110","maggieali","PghUNITED"
"21111","TheSwagChamp","RaiseUpMA"
"21112","Twitlertwit","drdrbrockman"
"21113","HavenSpiritual","ReelectBernie"
"21114","Gremlinbroom","BernieCrats1"
"21115","bettyaberlin","BernieCrats1"
"21116","waburnet1990","SEIULocal1"
"21117","TheSwagChamp","WEHAVEAFUTURE"
"21118","_MarkTerranova","caroljsroth"
"21119","Amb0306","Fightfor15LA"
"21120","SeaDimon","SenSanders"
"21121","maggieali","Jasgripper"
"21122","healthcareiar","RaiseUpfor15"
"21123","waburnet1990","SEIULocal1"
"21124","lord_nikon9","PhillyCluw"
"21125","cutthebluewire","EconomicPolicy"
"21126","SeaDimon","GatorsEite23"
"21127","backhoeman1940","ChrisJZullo"
"21128","BegiiiGiles","3ChicsPolitico"
"21129","grannysidney","BernieCrats1"
"21130","waburnet1990","chifightfor15"
"21131","DanielaaaaCx","GatorsEite23"
"21132","AlyceeLane","renate_heurich"
"21133","RickHopkins52","DerrickQLewis"
"21134","grannysidney","BernieCrats1"
"21135","waburnet1990","fightfor15"
"21136","Forbrydelsenfan","DerrickQLewis"
"21137","waburnet1990","32BJSEIU"
"21138","grannysidney","BernieCrats1"
"21139","CraigCheslog","TomSteyer"
"21140","waburnet1990","chifightfor15"
"21141","SeaDimon","GatorsEite23"
"21142","cutthebluewire","chifightfor15"
"21143","Mohn_Jichael","greenhousenyt"
"21144","waburnet1990","32BJSEIU"
"21145","richrake","commondreams"
"21146","Mohn_Jichael","jacobinmag"
"21147","cluwlaura","PhillyCluw"
"21148","mynameisjro","fightfor15"
"21149","rbonilla","michellemalkin"
"21150","waburnet1990","JamieEldridgeMA"
"21151","TheresaSchroe14","flatbrimphoto"
"21152","Tall_Samuel","onepittsburgh"
"21153","Justice4MWNow","UR_Ninja"
"21154","jmmchecked","SenSanders"
"21155","cluwlaura","PhillyCluw"
"21156","waburnet1990","nychange"
"21157","mariluna329","FightFor15FL"
"21158","mynameisjro","chifightfor15"
"21159","DMKSeattle","WorkingDad"
"21160","mariluna329","OurRevolution2"
"21161","waburnet1990","aMustReid"
"21162","FrankPKing","DerrickQLewis"
"21163","debfromca","MoveOn"
"21164","waburnet1990","aMustReid"
"21165","musings74","KCTomDempsey"
"21166","grannysidney","SVRising"
"21167","irina_florescu","standup_kc"
"21168","waburnet1990","chifightfor15"
"21169","mariluna329","OurRevolution2"
"21170","Tall_Samuel","jasiri_x"
"21171","crossfitnans","The_Gambit"
"21172","waburnet1990","aMustReid"
"21173","KILLQuana","TheSwagChamp"
"21174","HLS_BayouIrish","The_Gambit"
"21175","waburnet1990","Marc_Perrone"
"21176","JulesAnn84","SenSanders"
"21177","_EmilyNorton","JamieEldridgeMA"
"21178","MericaFreedom1","ReelectBernie"
"21179","Tall_Samuel","PghUNITED"
"21180","davidragland1","Show_Me15"
"21181","FSims00","MoveOn"
"21182","waburnet1990","32BJSEIU"
"21183","BegiiiGiles","fightfor15"
"21184","waburnet1990","janschakowsky"
"21185","lord_nikon9","niles38"
"21186","PeakedMtFarm","ChrisJZullo"
"21187","Maryhooks","Show_Me15"
"21188","angelacdumlao","niles38"
"21189","waburnet1990","chifightfor15"
"21190","Jim_Peoples_","lindseybranwall"
"21191","nevagphx1","THEFredSitarski"
"21192","lord_nikon9","DerenicByrd"
"21193","waburnet1990","32BJSEIU"
"21194","OldSaukRiver","ReelectBernie"
"21195","waburnet1990","chifightfor15"
"21196","PeakedMtFarm","1alyssakang"
"21197","waburnet1990","chifightfor15"
"21198","grannysidney","_FriscoAng"
"21199","cutthebluewire","DerrickQLewis"
"21200","waburnet1990","NorCalFF15"
"21201","PSW_66","Tulsi2020"
"21202","cooldamnschultz","chifightfor15"
"21203","dlatchison011","Show_Me15"
"21204","PeakedMtFarm","fightfor15"
"21205","PapaESoCo","NE14DIRT"
"21206","mariluna329","ReelectBernie"
"21207","Thomas_Hall1975","michellemalkin"
"21208","Old_Bern_Kenobi","standup_kc"
"21209","lynsyQ","SenSanders"
"21210","3ty3","EconomicPolicy"
"21211","waburnet1990","chifightfor15"
"21212","mizujada","EconomicPolicy"
"21213","blackflag_2012","chifightfor15"
"21214","JadoreJeTaime","wilsonhartgrove"
"21215","PapaESoCo","NE14DIRT"
"21216","waburnet1990","EqualVoiceNews"
"21217","mariluna329","ReelectBernie"
"21218","waburnet1990","AFLCIO"
"21219","PSW_66","UR_Ninja"
"21220","waburnet1990","NorCalFF15"
"21221","3ty3","SenSanders"
"21222","SaVonniYestanti","JohnHoltNews"
"21223","mariluna329","ReelectBernie"
"21224","waburnet1990","SenWarren"
"21225","niaaimanii_","j4hub"
"21226","akeleven","1alyssakang"
"21227","Rana_pipiens","standwithraul"
"21228","dianapereira771","agbur"
"21229","3ty3","fightfor15"
"21230","aggie748","BernieCrats1"
"21231","gbdonart","The_Gambit"
"21232","maynorcartagena","Fusion"
"21233","RealFLYTYE","Show_Me15"
"21234","SaVonniYestanti","LUCHA_AZ"
"21235","plockerben","SenSanders"
"21236","akeleven","fightfor15"
"21237","seawall","EconomicPolicy"
"21238","RaiseUpfor15","standup_kc"
"21239","aggie748","BernieCrats1"
"21240","SaVonniYestanti","jillwilson"
"21241","cherylswenson","4realPisces"
"21242","solutionary52","CARDBOARDOart"
"21243","LaloRodofLyons","SenSanders"
"21244","brucehallsports","ShannonOBTV"
"21245","trevvvgabe","RaiseUpfor15"
"21246","TeamstersJC16","Show_Me15"
"21247","HankReichman","greenhousenyt"
"21248","Humphrey2040","SenWarren"
"21249","2006ta","ChrisJZullo"
"21250","1101110112","DerrickQLewis"
"21251","ahijjawi","ChicagoCityDSA"
"21252","SaVonniYestanti","PhillyCluw"
"21253","camwitten","DerrickQLewis"
"21254","SaVonniYestanti","CARDBOARDOart"
"21255","sulane7","MoveOn"
"21256","camwitten","DerrickQLewis"
"21257","mariluna329","ReelectBernie"
"21258","DOJSuedFerguson","The_Gambit"
"21259","ColdWarrior2000","UR_Ninja"
"21260","see_the_sky","EconomicPolicy"
"21261","mariluna329","chifightfor15"
"21262","SaVonniYestanti","TheTomGeorge"
"21263","DOJSuedFerguson","SenSanders"
"21264","PamelaRosePhd","SEIUhciimk"
"21265","jpratthyatt","KatyBergen"
"21266","cwa1122buffalo","VzwRising"
"21267","orangehunchback","KatyBergen"
"21268","DOJSuedFerguson","TheSwagChamp"
"21269","riseup4nations","SEIULouisiana"
"21270","JakeeBeck","ArchonAbraxas"
"21271","SaVonniYestanti","Norah_Dooley"
"21272","DOJSuedFerguson","RaiseUpfor15"
"21273","giovanna8888","ChrisJZullo"
"21274","mariluna329","ReelectBernie"
"21275","macfitte","The_Gambit"
"21276","LyndaG1963","TheMarkRomano"
"21277","chiangku","RaiseUpfor15"
"21278","WarrenHeyman","onepittsburgh"
"21279","DOJSuedFerguson","blinktumbl3"
"21280","Carolina_Patsy","ChrisJZullo"
